mesh_name;object_name;triangle_index;material_name;v0_x;v0_y;v0_z;v1_x;v1_y;v1_z;v2_x;v2_y;v2_z;normal;diffuse_color;specular_color;kd;ks;shininess
Sphere.001;Sphere.001;444;sphere_colored;-0.518506;0.583322;-2.346455;-0.489961;0.712987;-2.489961;-0.440953;0.583322;-2.440953;(-0.682461, -0.469631, -0.560085);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;445;sphere_colored;-0.346454;1.623602;-2.231494;-0.375000;1.530330;-2.375000;-0.440953;1.530330;-2.294636;(-0.491805, 0.771508, -0.403614);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;446;sphere_colored;-0.440953;0.469670;-2.294636;-0.440953;0.583322;-2.440953;-0.375000;0.469670;-2.375000;(-0.598704, -0.632562, -0.491344);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;447;sphere_colored;-0.440953;1.530330;-2.294636;-0.440953;1.416678;-2.440953;-0.518506;1.416678;-2.346455;(-0.598702, 0.632564, -0.491345);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;448;sphere_colored;-0.202948;1.692910;-2.202949;-0.081290;1.735589;-2.121659;-0.159456;1.692910;-2.238642;(-0.184969, 0.956550, -0.225386);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;449;sphere_colored;-0.489961;0.712987;-2.489961;-0.408671;0.853682;-2.611619;-0.384960;0.712987;-2.576133;(-0.607323, -0.289000, -0.740026);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;450;sphere_colored;-0.294635;1.623602;-2.294635;-0.159456;1.692910;-2.238642;-0.231493;1.623602;-2.346455;(-0.300180, 0.880970, -0.365765);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;451;sphere_colored;-0.440953;0.583322;-2.440953;-0.384960;0.712987;-2.576133;-0.346454;0.583322;-2.518506;(-0.560081, -0.469631, -0.682463);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;452;sphere_colored;-0.294635;1.623602;-2.294635;-0.294635;1.530330;-2.440953;-0.375000;1.530330;-2.375000;(-0.403610, 0.771509, -0.491806);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;453;sphere_colored;-0.375000;0.469670;-2.375000;-0.346454;0.583322;-2.518506;-0.294635;0.469670;-2.440953;(-0.491339, -0.632564, -0.598706);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;454;sphere_colored;-0.375000;1.530330;-2.375000;-0.346454;1.416678;-2.518506;-0.440953;1.416678;-2.440953;(-0.491343, 0.632562, -0.598705);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;455;sphere_colored;-0.294635;0.376398;-2.294635;-0.294635;0.469670;-2.440953;-0.231493;0.376398;-2.346455;(-0.403619, -0.771505, -0.491804);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;456;sphere_colored;-0.440953;1.416678;-2.440953;-0.384960;1.287013;-2.576133;-0.489961;1.287013;-2.489961;(-0.560082, 0.469630, -0.682463);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;457;sphere_colored;-0.294635;0.376398;-2.294635;-0.159456;0.307090;-2.238642;-0.202948;0.307090;-2.202949;(-0.300178, -0.880969, -0.365768);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;458;sphere_colored;-0.489961;1.287013;-2.489961;-0.408671;1.146318;-2.611619;-0.520140;1.146318;-2.520140;(-0.607317, 0.289005, -0.740028);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;459;sphere_colored;-0.202948;0.307090;-2.202949;-0.081290;0.264411;-2.121659;-0.103462;0.264411;-2.103462;(-0.184974, -0.956550, -0.225380);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;460;sphere_colored;-0.530329;1.000000;-2.530330;-0.408671;1.146318;-2.611619;-0.416677;1.000000;-2.623602;(-0.631368, 0.097551, -0.769323);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;461;sphere_colored;-0.103462;1.735589;-2.103462;0.000000;1.750000;-2.000000;-0.081290;1.735589;-2.121659;(-0.062481, 0.995138, -0.076130);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;462;sphere_colored;0.000000;0.250000;-2.000000;-0.103462;0.264411;-2.103462;-0.081290;0.264411;-2.121659;(-0.062481, -0.995138, -0.076130);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;463;sphere_colored;-0.530329;1.000000;-2.530330;-0.408671;0.853682;-2.611619;-0.520140;0.853682;-2.520140;(-0.631363, -0.097544, -0.769328);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;464;sphere_colored;-0.346454;1.416678;-2.518506;-0.265165;1.287013;-2.640165;-0.384960;1.287013;-2.576133;(-0.416180, 0.469631, -0.778615);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;465;sphere_colored;-0.231493;0.376398;-2.346455;-0.109835;0.307090;-2.265165;-0.159456;0.307090;-2.238642;(-0.223052, -0.880970, -0.417300);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;466;sphere_colored;-0.408671;1.146318;-2.611619;-0.265165;1.287013;-2.640165;-0.281497;1.146318;-2.679595;(-0.451282, 0.288999, -0.844289);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;467;sphere_colored;-0.081290;0.264411;-2.121659;-0.109835;0.307090;-2.265165;-0.055993;0.264411;-2.135180;(-0.137440, -0.956550, -0.257142);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;468;sphere_colored;-0.416677;1.000000;-2.623602;-0.281497;1.146318;-2.679595;-0.287012;1.000000;-2.692909;(-0.469146, 0.097550, -0.877716);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;469;sphere_colored;-0.081290;1.735589;-2.121659;0.000000;1.750000;-2.000000;-0.055993;1.735589;-2.135180;(-0.046425, 0.995138, -0.086858);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;470;sphere_colored;0.000000;0.250000;-2.000000;-0.081290;0.264411;-2.121659;-0.055993;0.264411;-2.135180;(-0.046425, -0.995138, -0.086858);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;471;sphere_colored;-0.416677;1.000000;-2.623602;-0.281497;0.853682;-2.679595;-0.408671;0.853682;-2.611619;(-0.469149, -0.097552, -0.877715);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;472;sphere_colored;-0.081290;1.735589;-2.121659;-0.109835;1.692910;-2.265165;-0.159456;1.692910;-2.238642;(-0.137445, 0.956550, -0.257141);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;473;sphere_colored;-0.408671;0.853682;-2.611619;-0.265165;0.712987;-2.640165;-0.384960;0.712987;-2.576133;(-0.451283, -0.289000, -0.844288);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;474;sphere_colored;-0.231493;1.623602;-2.346455;-0.109835;1.692910;-2.265165;-0.159455;1.623602;-2.384960;(-0.223051, 0.880970, -0.417300);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;475;sphere_colored;-0.346454;0.583322;-2.518506;-0.265165;0.712987;-2.640165;-0.238642;0.583322;-2.576133;(-0.416180, -0.469630, -0.778615);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;476;sphere_colored;-0.231493;1.623602;-2.346455;-0.202948;1.530330;-2.489961;-0.294635;1.530330;-2.440953;(-0.299915, 0.771505, -0.561098);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;477;sphere_colored;-0.346454;0.583322;-2.518506;-0.202948;0.469670;-2.489961;-0.294635;0.469670;-2.440953;(-0.365102, -0.632564, -0.683054);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;478;sphere_colored;-0.346454;1.416678;-2.518506;-0.202948;1.530330;-2.489961;-0.238642;1.416678;-2.576133;(-0.365102, 0.632564, -0.683055);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;479;sphere_colored;-0.231493;0.376398;-2.346455;-0.202948;0.469670;-2.489961;-0.159455;0.376398;-2.384960;(-0.299912, -0.771506, -0.561098);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;480;sphere_colored;-0.281497;0.853682;-2.679595;-0.135180;0.712987;-2.679595;-0.265165;0.712987;-2.640165;(-0.277895, -0.288999, -0.916108);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;481;sphere_colored;-0.109835;1.692910;-2.265165;-0.081290;1.623602;-2.408671;-0.159455;1.623602;-2.384960;(-0.137354, 0.880970, -0.452797);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;482;sphere_colored;-0.238642;0.583322;-2.576133;-0.135180;0.712987;-2.679595;-0.121658;0.583322;-2.611619;(-0.256277, -0.469632, -0.844848);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;483;sphere_colored;-0.202948;1.530330;-2.489961;-0.081290;1.623602;-2.408671;-0.103462;1.530330;-2.520140;(-0.184687, 0.771507, -0.608825);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;484;sphere_colored;-0.202948;0.469670;-2.489961;-0.121658;0.583322;-2.611619;-0.103462;0.469670;-2.520140;(-0.224831, -0.632560, -0.741161);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;485;sphere_colored;-0.202948;1.530330;-2.489961;-0.121658;1.416678;-2.611619;-0.238642;1.416678;-2.576133;(-0.224824, 0.632563, -0.741160);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;486;sphere_colored;-0.202948;0.469670;-2.489961;-0.081290;0.376398;-2.408671;-0.159455;0.376398;-2.384960;(-0.184685, -0.771506, -0.608827);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;487;sphere_colored;-0.238642;1.416678;-2.576133;-0.135180;1.287013;-2.679595;-0.265165;1.287013;-2.640165;(-0.256279, 0.469630, -0.844848);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;488;sphere_colored;-0.109835;0.307090;-2.265165;-0.081290;0.376398;-2.408671;-0.055993;0.307090;-2.281497;(-0.137348, -0.880972, -0.452796);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;489;sphere_colored;-0.281497;1.146318;-2.679595;-0.135180;1.287013;-2.679595;-0.143506;1.146318;-2.721454;(-0.277897, 0.289002, -0.916107);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;490;sphere_colored;-0.055993;0.264411;-2.135180;-0.055993;0.307090;-2.281497;-0.028545;0.264411;-2.143506;(-0.084636, -0.956550, -0.279015);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;491;sphere_colored;-0.287012;1.000000;-2.692909;-0.143506;1.146318;-2.721454;-0.146317;1.000000;-2.735588;(-0.288898, 0.097548, -0.952377);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;492;sphere_colored;-0.055993;1.735589;-2.135180;0.000000;1.750000;-2.000000;-0.028545;1.735589;-2.143506;(-0.028588, 0.995138, -0.094246);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;493;sphere_colored;0.000000;0.250000;-2.000000;-0.055993;0.264411;-2.135180;-0.028545;0.264411;-2.143506;(-0.028588, -0.995138, -0.094246);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;494;sphere_colored;-0.287012;1.000000;-2.692909;-0.143506;0.853682;-2.721454;-0.281497;0.853682;-2.679595;(-0.288900, -0.097549, -0.952377);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;495;sphere_colored;-0.055993;1.735589;-2.135180;-0.055993;1.692910;-2.281497;-0.109835;1.692910;-2.265165;(-0.084634, 0.956550, -0.279015);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;496;sphere_colored;-0.055993;0.307090;-2.281497;0.000000;0.376398;-2.416677;0.000000;0.307090;-2.287012;(-0.046380, -0.880970, -0.470893);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;497;sphere_colored;-0.143506;1.146318;-2.721454;0.000000;1.287013;-2.692909;0.000000;1.146318;-2.735589;(-0.093840, 0.289008, -0.952716);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;498;sphere_colored;-0.028545;0.264411;-2.143506;0.000000;0.307090;-2.287012;0.000000;0.264411;-2.146317;(-0.028574, -0.956550, -0.290164);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;499;sphere_colored;-0.146317;1.000000;-2.735588;0.000000;1.146318;-2.735589;0.000000;1.000000;-2.750000;(-0.097557, 0.097549, -0.990438);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;500;sphere_colored;-0.028545;1.735589;-2.143506;0.000000;1.750000;-2.000000;0.000000;1.735589;-2.146317;(-0.009652, 0.995138, -0.098013);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;501;sphere_colored;0.000000;0.250000;-2.000000;-0.028545;0.264411;-2.143506;0.000000;0.264411;-2.146317;(-0.009652, -0.995138, -0.098013);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;502;sphere_colored;-0.146317;1.000000;-2.735588;0.000000;0.853682;-2.735589;-0.143506;0.853682;-2.721454;(-0.097556, -0.097548, -0.990438);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;503;sphere_colored;-0.028545;1.735589;-2.143506;0.000000;1.692910;-2.287012;-0.055993;1.692910;-2.281497;(-0.028580, 0.956550, -0.290165);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;504;sphere_colored;-0.143506;0.853682;-2.721454;0.000000;0.712987;-2.692909;-0.135180;0.712987;-2.679595;(-0.093834, -0.289002, -0.952719);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;505;sphere_colored;-0.081290;1.623602;-2.408671;0.000000;1.692910;-2.287012;0.000000;1.623602;-2.416678;(-0.046382, 0.880972, -0.470890);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;506;sphere_colored;-0.121658;0.583322;-2.611619;0.000000;0.712987;-2.692909;0.000000;0.583322;-2.623602;(-0.086541, -0.469626, -0.878614);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;507;sphere_colored;-0.103462;1.530330;-2.520140;0.000000;1.623602;-2.416678;0.000000;1.530330;-2.530330;(-0.062360, 0.771505, -0.633159);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;508;sphere_colored;-0.121658;0.583322;-2.611619;0.000000;0.469670;-2.530330;-0.103462;0.469670;-2.520140;(-0.075915, -0.632560, -0.770782);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;509;sphere_colored;-0.121658;1.416678;-2.611619;0.000000;1.530330;-2.530330;0.000000;1.416678;-2.623602;(-0.075920, 0.632563, -0.770779);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;510;sphere_colored;-0.103462;0.469670;-2.520140;0.000000;0.376398;-2.416677;-0.081290;0.376398;-2.408671;(-0.062358, -0.771507, -0.633157);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;511;sphere_colored;-0.121658;1.416678;-2.611619;0.000000;1.287013;-2.692909;-0.135180;1.287013;-2.679595;(-0.086535, 0.469631, -0.878612);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;512;sphere_colored;0.000000;0.376398;-2.416677;0.081290;0.376398;-2.408671;0.055993;0.307090;-2.281498;(0.046377, -0.880970, -0.470894);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;513;sphere_colored;0.000000;1.287013;-2.692909;0.135180;1.287013;-2.679595;0.143506;1.146318;-2.721455;(0.093834, 0.289008, -0.952717);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;514;sphere_colored;0.000000;0.307090;-2.287012;0.055993;0.307090;-2.281498;0.028545;0.264411;-2.143506;(0.028574, -0.956550, -0.290164);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;515;sphere_colored;0.000000;1.000000;-2.750000;0.000000;1.146318;-2.735589;0.143506;1.146318;-2.721455;(0.097549, 0.097549, -0.990438);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;516;sphere_colored;0.000000;1.000000;-2.750000;0.146318;1.000000;-2.735589;0.143506;0.853682;-2.721455;(0.097549, -0.097549, -0.990438);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;517;sphere_colored;0.000000;1.692910;-2.287012;0.000000;1.735589;-2.146317;0.028545;1.735589;-2.143506;(0.028574, 0.956550, -0.290164);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;518;sphere_colored;0.000000;0.712987;-2.692909;0.000000;0.853682;-2.735589;0.143506;0.853682;-2.721455;(0.093834, -0.289008, -0.952717);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;519;sphere_colored;0.000000;1.623602;-2.416678;0.000000;1.692910;-2.287012;0.055993;1.692910;-2.281498;(0.046372, 0.880972, -0.470890);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;520;sphere_colored;0.000000;0.712987;-2.692909;0.135180;0.712987;-2.679595;0.121659;0.583322;-2.611620;(0.086536, -0.469625, -0.878615);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;521;sphere_colored;0.000000;1.623602;-2.416678;0.081290;1.623602;-2.408671;0.103462;1.530330;-2.520140;(0.062365, 0.771508, -0.633156);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;522;sphere_colored;0.000000;0.583322;-2.623602;0.121659;0.583322;-2.611620;0.103462;0.469670;-2.520140;(0.075913, -0.632564, -0.770779);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;523;sphere_colored;0.000000;1.416678;-2.623602;0.000000;1.530330;-2.530330;0.103462;1.530330;-2.520140;(0.075914, 0.632564, -0.770779);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;524;sphere_colored;0.000000;0.376398;-2.416677;0.000000;0.469670;-2.530330;0.103462;0.469670;-2.520140;(0.062360, -0.771508, -0.633156);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;525;sphere_colored;0.000000;1.287013;-2.692909;0.000000;1.416678;-2.623602;0.121659;1.416678;-2.611620;(0.086533, 0.469626, -0.878614);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;526;sphere_colored;0.103462;1.530330;-2.520140;0.202949;1.530330;-2.489961;0.238642;1.416678;-2.576133;(0.224828, 0.632562, -0.741159);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;527;sphere_colored;0.103462;0.469670;-2.520140;0.202949;0.469670;-2.489961;0.159456;0.376398;-2.384960;(0.184685, -0.771506, -0.608827);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;528;sphere_colored;0.135180;1.287013;-2.679595;0.121659;1.416678;-2.611620;0.238642;1.416678;-2.576133;(0.256286, 0.469625, -0.844849);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;529;sphere_colored;0.081290;0.376398;-2.408671;0.159456;0.376398;-2.384960;0.109835;0.307090;-2.265165;(0.137352, -0.880971, -0.452797);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;530;sphere_colored;0.135180;1.287013;-2.679595;0.265165;1.287013;-2.640165;0.281498;1.146318;-2.679595;(0.277895, 0.289001, -0.916108);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;531;sphere_colored;0.028545;0.264411;-2.143506;0.055993;0.307090;-2.281498;0.109835;0.307090;-2.265165;(0.084639, -0.956550, -0.279012);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;532;sphere_colored;0.146318;1.000000;-2.735589;0.143506;1.146318;-2.721455;0.281498;1.146318;-2.679595;(0.288904, 0.097550, -0.952375);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;533;sphere_colored;0.146318;1.000000;-2.735589;0.287013;1.000000;-2.692910;0.281498;0.853682;-2.679595;(0.288898, -0.097556, -0.952376);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;534;sphere_colored;0.055993;1.692910;-2.281498;0.028545;1.735589;-2.143506;0.055993;1.735589;-2.135180;(0.084635, 0.956550, -0.279013);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;535;sphere_colored;0.135180;0.712987;-2.679595;0.143506;0.853682;-2.721455;0.281498;0.853682;-2.679595;(0.277901, -0.289007, -0.916104);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;536;sphere_colored;0.081290;1.623602;-2.408671;0.055993;1.692910;-2.281498;0.109835;1.692910;-2.265165;(0.137356, 0.880970, -0.452797);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;537;sphere_colored;0.135180;0.712987;-2.679595;0.265165;0.712987;-2.640165;0.238642;0.583322;-2.576133;(0.256279, -0.469630, -0.844848);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;538;sphere_colored;0.103462;1.530330;-2.520140;0.081290;1.623602;-2.408671;0.159456;1.623602;-2.384960;(0.184682, 0.771507, -0.608826);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;539;sphere_colored;0.103462;0.469670;-2.520140;0.121659;0.583322;-2.611620;0.238642;0.583322;-2.576133;(0.224831, -0.632565, -0.741156);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
Sphere.001;Sphere.001;540;sphere_colored;0.287013;1.000000;-2.692910;0.416678;1.000000;-2.623602;0.408671;0.853682;-2.611620;(0.469152, -0.097550, -0.877713);(0.320000, 0.540000, 0.860000);(0.700000, 0.760000, 0.920000);0.750000;0.250000;40.000000
